33893,41.8113889,20.4275
16993,39.8163889,20.7330556
18365,39.5663889,21.8330556
17431,39.5663889,21.8330556
17552,39.85,20.9830556
17148,39.85,20.9830556
16971,39.7997222,21
17197,39.6663889,20.8330556
16963,41.1852778,19.5566667
16962,41.1852778,19.5566667
18544,39.8830556,20.7830556
16968,39.8830556,20.7830556
16970,39.9663889,20.95
16988,39.09,23.12
17471,39.7163889,21.0663889
17211,39.2666667,22.8166667
16986,39.2830556,23.2163889
17440,39.3697222,20.3036111
17193,39.3697222,20.3036111
17194,40.52,21.6830556
17172,40.52,21.6830556
17473,39.7830556,21
17472,39.7830556,21
16969,39.8997222,20.8163889
17462,39.6663889,20.5830556
17461,39.6663889,20.5830556
17195,40.4330556,21.3330556
54787,39.5663889,21.8330556
54786,39.5663889,21.8330556
61648,39.5663889,21.8330556
61964,39.5663889,21.8330556
61963,39.5663889,21.8330556
61655,39.5663889,21.8330556
2330,40.6497222,21.1497222
2292,39.5663889,21.8330556
1722,39.5663889,21.8330556
625,39.5663889,21.8330556
61802,39.5663889,21.8330556
2121,39.85,20.9830556
4599,40.1497222,19.6330556
4591,40.1497222,19.6330556
2285,40.1497222,19.6330556
2279,40.1497222,19.6330556
1734,40.1497222,19.6330556
1648,40.1497222,19.6330556
1647,40.1497222,19.6330556
1646,40.1497222,19.6330556
1459,40.1497222,19.6330556
1458,40.1497222,19.6330556
33894,41.8136111,20.4622222
265244,39.9163889,20.85
265243,39.9163889,20.85
265242,39.9163889,20.85
265241,39.9163889,20.85
265240,39.9163889,20.85
265239,39.9163889,20.85
44973,39.9163889,20.85
29450,39.9591667,19.9622222
1672,39.9591667,19.9622222
2144,39.9591667,19.9622222
1706,41.4525,19.5733333
2095,39.6163889,22.5330556
2094,39.6163889,22.5330556
2093,39.6163889,22.5330556
2092,39.6163889,22.5330556
1967,39.6163889,22.5330556
1866,39.6163889,22.5330556
1851,39.6163889,22.5330556
1664,39.6163889,22.5330556
16964,41.4525,19.5733333
61480,39.09,23.12
27144,39.3686111,20.3036111
2384,39.3686111,20.3036111
2383,39.3686111,20.3036111
61473,40.2830556,21.8663889
44845,40.2830556,21.8663889
29025,40.2830556,21.8663889
90195,40.3663889,21.1163889
61801,40.3663889,21.1163889
61800,40.3663889,21.1163889
2133,40.3663889,21.1163889
2132,40.3663889,21.1163889
1639,40.3663889,21.1163889
624,40.3663889,21.1163889
1707,42.0675,19.5130556
33896,41,20.4830556
27147,40.5163889,21.6830556
27146,40.5163889,21.6830556
27145,40.5163889,21.6830556
33880,42.1636111,20.6208333
44841,41.6272222,20.2791667
29019,39.7997222,21.3830556
29237,40.8908333,20.6825
2119,39.7,21.0330556
2699,40.3163889,20.1830556
2862,40.3163889,20.1830556
2861,40.3163889,20.1830556
1760,40.3163889,20.1830556
1759,40.3163889,20.1830556
1511,40.3163889,20.1830556
1510,40.3163889,20.1830556
1509,40.3163889,20.1830556
764,40.3163889,20.1830556
763,40.3163889,20.1830556
620,40.3163889,20.1830556
619,40.3163889,20.1830556
618,40.3163889,20.1830556
617,40.3163889,20.1830556
616,40.3163889,20.1830556
615,40.3163889,20.1830556
614,40.3163889,20.1830556
613,40.3163889,20.1830556
612,40.3163889,20.1830556
611,40.3163889,20.1830556
608,40.3163889,20.1830556
92517,39.7,21.6330556
61248,39.7,21.6330556
58626,39.7,21.6330556
44971,39.8830556,20.7830556
1731,40.8163889,22.0663889
1730,40.8163889,22.0663889
44683,39.1830556,22.7663889
223062,39.6663889,20.8330556
223061,39.6663889,20.8330556
223023,39.6663889,20.8330556
222991,39.6663889,20.8330556
222981,39.6663889,20.8330556
222966,39.6663889,20.8330556
61249,39.6663889,20.8330556
1989,39.6663889,20.8330556
44836,39.6663889,20.8330556
44978,39.6663889,21.0147222
29040,41,22.3997222
33905,41.61,20.0086111
