longitude,latitude,genus
7.55756,43.98286,Synthymia
7.56056,43.9825,Synthymia
7.56,43.98222,Synthymia
7.34472,44.1817,Taleporia
7.3956,44.2825,Tebenna
7.2469,44.2475,Tebenna
7.3742,44.1828,Tebenna
7.3228,44.1856,Tebenna
7.3628,44.1483,Tebenna
7.375,44.1508,Tebenna
7.4103,44.1492,Tebenna
7.4303,44.2144,Tebenna
7.4428,44.2161,Tebenna
7.4575,44.2114,Tebenna
7.4828,44.2003,Tebenna
7.4953,44.1753,Tebenna
7.550528,44.1455,Tebenna
7.39742,44.28416,Tebenna
7.36111,44.1919,Teleiodes
7.39778,44.2836,Teleiodes
6.74333,44.2833,Teleiodes
7.3956,44.2825,Teleiodes
7.4303,44.2144,Teleiodes
7.4428,44.2161,Teleiodes
7.521389,44.10222,Teleiodes
7.39742,44.28416,Teleiodes
7.56,43.98222,Teleiodes
7.36111,44.1919,Teleiopsis
7.39778,44.2836,Teleiopsis
6.74333,44.2833,Teleiopsis
7.272,44.207,Teleiopsis
7.2667,44.1803,Teleiopsis
7.2819,44.3261,Teleiopsis
7.3956,44.2825,Teleiopsis
7.45,44.28333,Teleiopsis
7.33794,44.17969,Teleiopsis
7.521389,44.10222,Teleiopsis
7.321389,44.24306,Teleiopsis
7.512778,44.06944,Teleiopsis
7.527472,44.10994,Teleiopsis
7.39742,44.28416,Teleiopsis
7.56292,43.98135,Tephronia
7.553611,44.06222,Tephronia
7.34797,44.03444,Tethea
7.5675,44.0558,Tethea
7.27139,44.1958,Tethea
7.56292,43.98135,Thalera
7.56292,43.98135,Thaumetopoea
7.34797,44.03444,Thaumetopoea
7.553611,44.06222,Thaumetopoea
7.52362,44.10079,Thera
7.33351,44.1622,Thera
7.26919,44.16927,Thera
6.7481,44.28024,Thera
7.50786,44.06958,Thera
7.51231,44.06999,Thera
7.565,44.14244,Thera
7.55756,43.98286,Thera
7.34797,44.03444,Thera
7.56056,43.9825,Thera
7.5675,44.0558,Thera
7.39778,44.2836,Thera
6.74333,44.2833,Thera
7.383333,44.28333,Thera
7.45,44.28333,Thera
7.52327,44.0944,Thera
7.27139,44.1958,Thera
7.321389,44.24306,Thera
7.475,44.11306,Thera
7.530278,44.08583,Thera
7.531389,44.08805,Thera
7.512778,44.06917,Thera
7.55756,43.98286,Thetidia
7.56056,43.9825,Thetidia
7.39778,44.2836,Thetidia
7.3956,44.2825,Thiodia
7.3742,44.1828,Thiodia
7.56,43.98222,Thiodia
7.39742,44.28416,Thiodia
7.527472,44.10994,Thiotricha
7.39778,44.2836,Thisanotia
7.3956,44.2825,Thisanotia
7.4428,44.2161,Thisanotia
7.4828,44.2003,Thisanotia
7.41624,44.21574,Thymelicus
7.339631,44.1731,Thymelicus
7.42611,44.22015,Thymelicus
7.43974,44.204,Thymelicus
7.280209,44.21568,Thymelicus
7.2482,44.20334,Thymelicus
7.242799,44.20267,Thymelicus
7.221672,44.18947,Thymelicus
7.24,44.20092,Thymelicus
7.240247,44.20227,Thymelicus
7.22715,44.19754,Thymelicus
7.39705,44.28134,Thymelicus
7.55756,43.98286,Thytira
7.56056,43.9825,Tiliacea
7.5675,44.0558,Tiliacea
7.39778,44.2836,Tiliacea
7.2722,44.1628,Tinagma
7.2842,44.1625,Tinagma
7.3228,44.1856,Tinagma
7.375,44.1481,Tinagma
7.4575,44.2114,Tinagma
7.4792,44.1892,Tinagma
7.4428,44.2161,Tinagma
7.56056,43.9825,Tinea
7.39778,44.2836,Tinea
7.272,44.207,Tinea
7.4303,44.2144,Tinea
7.321389,44.24306,Tinea
7.56,43.98222,Tinea
7.5675,44.0558,Tischeria
7.39778,44.2836,Tischeria
7.3956,44.2825,Tischeria
7.404962,43.86493,Tischeria
7.559028,44.01776,Tischeria
7.557897,44.02024,Tischeria
7.575701,44.02873,Tischeria
7.39778,44.2836,Tortrix
7.4022,44.2794,Tortrix
7.56056,43.9825,Tortrix
7.42611,44.22015,Trachea
7.3956,44.2825,Trachycera
7.4303,44.2144,Trachycera
7.321389,44.24306,Trachycera
7.512778,44.06944,Trachycera
7.39778,44.2836,Trachycera
7.56292,43.98135,Traumatocampa
7.56056,43.9825,Traumatocampa
7.39778,44.2836,Traumatocampa
7.57083,44.15083,Trichoplusia
7.56056,43.9825,Trichoplusia
7.36111,44.1919,Trichoplusia
7.48972,44.195,Trichopteryx
7.3956,44.2825,Trifurcula
7.3228,44.1856,Trifurcula
7.56,43.98222,Trifurcula
7.527472,44.10994,Trifurcula
7.39742,44.28416,Trifurcula
7.395272,44.27561,Trifurcula
7.546604,43.98192,Trifurcula
7.542007,43.97765,Trifurcula
7.561866,44.01388,Trifurcula
7.575701,44.02873,Trifurcula
7.56056,43.9825,Trigonophora
7.5675,44.0558,Trigonophora
7.45,44.28333,Triodia
7.321389,44.24306,Triodia
7.521389,44.10222,Triodia
7.531389,44.08805,Triodia
7.512778,44.06917,Triodia
6.7481,44.28024,Triphosa
7.39778,44.2836,Triphosa
7.416667,44.28333,Triphosa
7.31,44.11,Triphosa
7.33794,44.17969,Triphosa
7.45,44.28333,Triphosa
7.49492,44.1132,Triphosa
7.527472,44.10994,Triphosa
7.531389,44.08805,Triphosa
7.43884,44.20383,Udea
7.247222,44.24722,Udea
7.34,44.25,Udea
7.42611,44.22015,Udea
7.56056,43.9825,Udea
7.5675,44.0558,Udea
7.39778,44.2836,Udea
6.74333,44.2833,Udea
7.383333,44.28333,Udea
7.3742,44.1828,Udea
7.272,44.207,Udea
7.3367,44.1725,Udea
7.2333,44.1986,Udea
7.2819,44.3261,Udea
7.4103,44.1492,Udea
7.2488,44.2024,Udea
7.2667,44.1803,Udea
7.3228,44.1856,Udea
7.4428,44.2161,Udea
7.2122,44.1933,Udea
7.3167,44.1772,Udea
7.375,44.1481,Udea
7.4931,44.195,Udea
7.4267,44.2453,Udea
7.4303,44.2144,Udea
7.3722,44.6519,Udea
7.5064,44.1633,Udea
7.3956,44.2825,Udea
7.3628,44.1483,Udea
7.521389,44.10222,Udea
7.321389,44.24306,Udea
7.383333,44.24972,Udea
7.512778,44.06944,Udea
7.565778,44.057,Udea
7.56,43.98222,Udea
7.396361,44.28192,Udea
7.527472,44.10994,Udea
7.56056,43.9825,Ulotricha
7.272,44.207,Uresiphita
7.56,43.98222,Uresiphita
7.347778,44.25278,Vanessa
7.335,44.25,Vanessa
7.32,44.24,Vanessa
7.395916,44.28364,Vanessa
7.334445,44.24861,Vanessa
7.333333,44.24833,Vanessa
7.35,44.25,Vanessa
7.56056,43.9825,Vanessa
7.34472,44.1817,Vanessa
7.2482,44.20334,Vanessa
7.242799,44.20267,Vanessa
7.24,44.20092,Vanessa
7.240247,44.20227,Vanessa
7.22715,44.19754,Vanessa
7.280209,44.21568,Vanessa
7.221672,44.18947,Vanessa
7.26949,44.18464,Vanessa
7.39705,44.28134,Vanessa
7.55756,43.98286,Viminia
7.56,43.98222,Vitula
7.56056,43.9825,Vulcaniella
7.56,43.98222,Vulcaniella
7.56056,43.9825,Watsonalla
7.39778,44.2836,Watsonalla
7.36111,44.1919,Watsonalla
7.512778,44.06917,Watsonalla
7.57083,44.15083,Watsonarctia
7.565,44.14244,Watsonarctia
7.56056,43.9825,Watsonarctia
7.39778,44.2836,Watsonarctia
7.36111,44.1919,Watsonarctia
7.39758,44.28448,Watsonarctia
7.52327,44.0944,Watsonarctia
7.5675,44.0558,Xanthia
7.3956,44.2825,Xanthocrambus
7.4303,44.2144,Xanthocrambus
7.39778,44.2836,Xanthocrambus
7.43884,44.20383,Xanthorhoe
7.51231,44.06999,Xanthorhoe
7.42611,44.22015,Xanthorhoe
7.57083,44.15083,Xanthorhoe
7.56056,43.9825,Xanthorhoe
7.39778,44.2836,Xanthorhoe
7.36111,44.1919,Xanthorhoe
6.81,44.3067,Xanthorhoe
6.74333,44.2833,Xanthorhoe
7.52327,44.0944,Xanthorhoe
7.27139,44.1958,Xanthorhoe
7.45,44.28333,Xanthorhoe
7.553611,44.06222,Xanthorhoe
7.512778,44.06917,Xanthorhoe
7.43884,44.20383,Xestia
7.39742,44.28416,Xestia
6.7481,44.28024,Xestia
7.50786,44.06958,Xestia
7.51231,44.06999,Xestia
7.42611,44.22015,Xestia
7.565,44.14244,Xestia
7.56056,43.9825,Xestia
7.36111,44.1919,Xestia
6.84944,44.2772,Xestia
6.81,44.3067,Xestia
6.74333,44.2833,Xestia
7.39778,44.2836,Xestia
7.527472,44.10994,Xestia
7.553611,44.06222,Xestia
7.531389,44.08805,Xestia
7.48972,44.195,Xylena
7.3228,44.1856,Xystophora
7.52362,44.10079,Yigoga
7.43884,44.20383,Yigoga
7.42611,44.22015,Yigoga
7.39742,44.28416,Yigoga
6.84944,44.2772,Yponomeuta
6.74333,44.2833,Yponomeuta
7.3956,44.2825,Yponomeuta
7.3742,44.1828,Yponomeuta
7.4303,44.2144,Yponomeuta
7.4428,44.2161,Yponomeuta
7.272,44.207,Yponomeuta
7.56,43.98222,Yponomeuta
7.321389,44.24306,Yponomeuta
7.383333,44.24972,Yponomeuta
7.565778,44.057,Yponomeuta
7.39778,44.2836,Yponomeuta
7.56056,43.9825,Yponomeuta
7.5675,44.0558,Yponomeuta
7.56056,43.9825,Ypsolopha
7.272,44.207,Ypsolopha
7.3956,44.2825,Ypsolopha
7.3742,44.1828,Ypsolopha
7.4303,44.2144,Ypsolopha
7.39778,44.2836,Ypsolopha
7.39742,44.28416,Ypsolopha
7.56,43.98222,Ypsolopha
7.56292,43.98135,Zanclognatha
7.553611,44.06222,Zanclognatha
7.56056,43.9825,Zebeeba
7.33351,44.1622,Zeiraphera
7.50786,44.06958,Zeiraphera
7.42611,44.22015,Zeiraphera
6.74333,44.2833,Zeiraphera
7.3956,44.2825,Zeiraphera
7.272,44.207,Zeiraphera
7.4022,44.2794,Zeiraphera
7.2122,44.1933,Zeiraphera
7.2842,44.1625,Zeiraphera
7.4103,44.1492,Zeiraphera
7.4303,44.2144,Zeiraphera
7.512778,44.06944,Zeiraphera
7.321389,44.24306,Zeiraphera
7.521389,44.10222,Zeiraphera
7.534722,44.08528,Zeiraphera
7.56,43.98222,Zeiraphera
7.39778,44.2836,Zeiraphera
7.56056,43.9825,Zeiraphera
7.52327,44.0944,Zeiraphera
7.56056,43.9825,Zelleria
7.4303,44.2144,Zelleria
7.56,43.98222,Zelleria
7.56056,43.9825,Zeuzera
7.39742,44.28416,Zygaena
7.394444,44.28167,Zygaena
7.389861,44.23299,Zygaena
7.42611,44.22015,Zygaena
7.43974,44.204,Zygaena
7.56056,43.9825,Zygaena
6.79556,44.3203,Zygaena
6.74333,44.2833,Zygaena
